"","respondent","selected","distance","community","affordable","height","site","units","tenant","own","city_interest","prop_i_ban_dummy","supply_dummy"
"522","R_z2Q1A2nQ6Zhr34R",0,"1/2 mile (10 minute walk)","No opinion","None of the units","3 stories","Open field","24 units","Rent",0,-0.15,1,1
"523","R_z2Q1A2nQ6Zhr34R",1,"1 mile (20 minute walk)","No opinion","Half of the units","6 stories","Empty building","12 units","Own",0,-0.15,1,1
"524","R_z2Q1A2nQ6Zhr34R",0,"1 mile (20 minute walk)","Oppose the building","None of the units","3 stories","Open field","48 units","Own",0,-0.15,1,1
"525","R_Q3q4PGrXiqq27st",1,"2 miles (40 minute walk)","Support the building","One-quarter of the units","2 stories","Parking lot","12 units","Rent",0,-0.15,1,NA
"526","R_Q3q4PGrXiqq27st",1,"1/2 mile (10 minute walk)","Oppose the building","Half of the units","2 stories","Historically-designated building","24 units","Own",0,-0.15,1,NA
"527","R_Q3q4PGrXiqq27st",0,"1 mile (20 minute walk)","Oppose the building","One-quarter of the units","2 stories","Empty building","48 units","Own",0,-0.15,1,NA
"528","R_Q3q4PGrXiqq27st",0,"1 mile (20 minute walk)","Oppose the building","One-quarter of the units","6 stories","Open field","12 units","Own",0,-0.15,1,NA
"529","R_Q3q4PGrXiqq27st",1,"1 mile (20 minute walk)","Oppose the building","Half of the units","6 stories","Historically-designated building","12 units","Own",0,-0.15,1,NA
"530","R_Q3q4PGrXiqq27st",1,"2 miles (40 minute walk)","Oppose the building","All of the units","12 stories","Open field","96 units","Own",0,-0.15,1,NA
"531","R_Q3q4PGrXiqq27st",0,"1/2 mile (10 minute walk)","Oppose the building","One-quarter of the units","12 stories","Open field","96 units","Rent",0,-0.15,1,NA
"532","R_Q3q4PGrXiqq27st",0,"1 mile (20 minute walk)","Support the building","One-quarter of the units","3 stories","Open field","12 units","Own",0,-0.15,1,NA
"533","R_Q3q4PGrXiqq27st",1,"1/8 mile (2 minute walk)","No opinion","All of the units","2 stories","Open field","48 units","Own",0,-0.15,1,NA
"534","R_Q3q4PGrXiqq27st",0,"2 miles (40 minute walk)","Oppose the building","Half of the units","12 stories","Parking lot","48 units","Own",0,-0.15,1,NA
"535","R_25zJiAFtvBM0ppo",0,"2 miles (40 minute walk)","No opinion","None of the units","2 stories","Empty building","48 units","Own",0,-0.15,1,NA
"536","R_25zJiAFtvBM0ppo",0,"1 mile (20 minute walk)","Oppose the building","One-quarter of the units","3 stories","Empty building","96 units","Rent",0,-0.15,1,NA
"537","R_25zJiAFtvBM0ppo",1,"2 miles (40 minute walk)","Oppose the building","All of the units","2 stories","Open field","48 units","Rent",0,-0.15,1,NA
"538","R_25zJiAFtvBM0ppo",1,"1/8 mile (2 minute walk)","Oppose the building","One-quarter of the units","2 stories","Open field","96 units","Own",0,-0.15,1,NA
"539","R_25zJiAFtvBM0ppo",1,"2 miles (40 minute walk)","No opinion","All of the units","2 stories","Parking lot","48 units","Own",0,-0.15,1,NA
"540","R_25zJiAFtvBM0ppo",1,"2 miles (40 minute walk)","Oppose the building","All of the units","3 stories","Open field","48 units","Own",0,-0.15,1,NA
"541","R_25zJiAFtvBM0ppo",0,"2 miles (40 minute walk)","Oppose the building","All of the units","2 stories","Historically-designated building","12 units","Own",0,-0.15,1,NA
"542","R_25zJiAFtvBM0ppo",0,"1/8 mile (2 minute walk)","No opinion","None of the units","2 stories","Historically-designated building","96 units","Own",0,-0.15,1,NA
"543","R_25zJiAFtvBM0ppo",0,"2 miles (40 minute walk)","Oppose the building","None of the units","3 stories","Empty building","24 units","Rent",0,-0.15,1,NA
"544","R_25zJiAFtvBM0ppo",1,"1/8 mile (2 minute walk)","No opinion","None of the units","6 stories","Parking lot","96 units","Own",0,-0.15,1,NA
"545","R_WjMrVjP2YLEBern",0,"1/8 mile (2 minute walk)","Support the building","One-quarter of the units","3 stories","Empty building","96 units","Own",0,0,1,1
"546","R_WjMrVjP2YLEBern",0,"1 mile (20 minute walk)","Support the building","Half of the units","12 stories","Historically-designated building","96 units","Rent",0,0,1,1
"547","R_WjMrVjP2YLEBern",1,"1/2 mile (10 minute walk)","Oppose the building","One-quarter of the units","6 stories","Empty building","96 units","Rent",0,0,1,1
"548","R_WjMrVjP2YLEBern",1,"1 mile (20 minute walk)","Oppose the building","All of the units","12 stories","Empty building","12 units","Rent",0,0,1,1
"549","R_WjMrVjP2YLEBern",0,"1/2 mile (10 minute walk)","No opinion","None of the units","3 stories","Open field","96 units","Own",0,0,1,1
"550","R_WjMrVjP2YLEBern",1,"1 mile (20 minute walk)","Oppose the building","Half of the units","12 stories","Historically-designated building","12 units","Own",0,0,1,1
"551","R_WjMrVjP2YLEBern",0,"1/2 mile (10 minute walk)","Support the building","None of the units","3 stories","Historically-designated building","24 units","Own",0,0,1,1
"552","R_WjMrVjP2YLEBern",1,"1/2 mile (10 minute walk)","No opinion","None of the units","6 stories","Empty building","12 units","Own",0,0,1,1
"553","R_WjMrVjP2YLEBern",0,"2 miles (40 minute walk)","Oppose the building","All of the units","6 stories","Open field","48 units","Own",0,0,1,1
"554","R_WjMrVjP2YLEBern",1,"1/2 mile (10 minute walk)","Oppose the building","Half of the units","3 stories","Empty building","48 units","Rent",0,0,1,1
"555","R_tKeF9bf12LJfjr3",0,"1/8 mile (2 minute walk)","No opinion","All of the units","6 stories","Historically-designated building","24 units","Own",0,0,0,1
"556","R_tKeF9bf12LJfjr3",1,"1/8 mile (2 minute walk)","Oppose the building","Half of the units","3 stories","Historically-designated building","96 units","Own",0,0,0,1
"557","R_tKeF9bf12LJfjr3",1,"1/2 mile (10 minute walk)","No opinion","Half of the units","6 stories","Empty building","96 units","Own",0,0,0,1
"558","R_tKeF9bf12LJfjr3",0,"1/8 mile (2 minute walk)","Oppose the building","All of the units","2 stories","Empty building","12 units","Own",0,0,0,1
"559","R_tKeF9bf12LJfjr3",0,"1 mile (20 minute walk)","Support the building","Half of the units","12 stories","Open field","12 units","Own",0,0,0,1
"560","R_tKeF9bf12LJfjr3",1,"1/2 mile (10 minute walk)","No opinion","Half of the units","12 stories","Open field","24 units","Rent",0,0,0,1
"561","R_tKeF9bf12LJfjr3",1,"1/8 mile (2 minute walk)","Support the building","None of the units","3 stories","Empty building","96 units","Rent",0,0,0,1
"562","R_tKeF9bf12LJfjr3",0,"1 mile (20 minute walk)","No opinion","Half of the units","3 stories","Parking lot","12 units","Rent",0,0,0,1
"563","R_tKeF9bf12LJfjr3",0,"1 mile (20 minute walk)","Support the building","All of the units","12 stories","Parking lot","24 units","Own",0,0,0,1
"564","R_tKeF9bf12LJfjr3",1,"2 miles (40 minute walk)","Support the building","Half of the units","12 stories","Open field","12 units","Rent",0,0,0,1
"565","R_1exCwFTmrnzUkgK",1,"1/2 mile (10 minute walk)","No opinion","None of the units","2 stories","Open field","12 units","Own",1,0.05,1,0
"566","R_1exCwFTmrnzUkgK",0,"1/8 mile (2 minute walk)","Support the building","All of the units","2 stories","Empty building","24 units","Rent",1,0.05,1,0
"567","R_1exCwFTmrnzUkgK",0,"1/8 mile (2 minute walk)","No opinion","Half of the units","12 stories","Empty building","12 units","Own",1,0.05,1,0
"568","R_1exCwFTmrnzUkgK",1,"1/2 mile (10 minute walk)","Oppose the building","None of the units","2 stories","Open field","96 units","Own",1,0.05,1,0
"569","R_1exCwFTmrnzUkgK",0,"1 mile (20 minute walk)","Oppose the building","Half of the units","2 stories","Open field","48 units","Rent",1,0.05,1,0
"570","R_1exCwFTmrnzUkgK",1,"1/8 mile (2 minute walk)","Support the building","All of the units","2 stories","Historically-designated building","48 units","Own",1,0.05,1,0
"571","R_1exCwFTmrnzUkgK",0,"1/2 mile (10 minute walk)","Support the building","One-quarter of the units","3 stories","Open field","96 units","Rent",1,0.05,1,0
"572","R_1exCwFTmrnzUkgK",1,"1/2 mile (10 minute walk)","Support the building","One-quarter of the units","3 stories","Empty building","12 units","Rent",1,0.05,1,0
"573","R_1exCwFTmrnzUkgK",0,"1 mile (20 minute walk)","Oppose the building","Half of the units","2 stories","Open field","96 units","Rent",1,0.05,1,0
"574","R_1exCwFTmrnzUkgK",1,"1 mile (20 minute walk)","Support the building","All of the units","2 stories","Empty building","12 units","Own",1,0.05,1,0
"575","R_2CdM91nqnwkzOUQ",0,"1 mile (20 minute walk)","Oppose the building","None of the units","2 stories","Historically-designated building","12 units","Own",0,-0.15,1,0
"576","R_2CdM91nqnwkzOUQ",0,"1 mile (20 minute walk)","Oppose the building","All of the units","12 stories","Open field","48 units","Rent",0,-0.15,1,0
"577","R_2CdM91nqnwkzOUQ",1,"1/8 mile (2 minute walk)","No opinion","All of the units","2 stories","Empty building","48 units","Own",0,-0.15,1,0
"578","R_2CdM91nqnwkzOUQ",1,"1/8 mile (2 minute walk)","Support the building","Half of the units","2 stories","Parking lot","12 units","Rent",0,-0.15,1,0
"579","R_2CdM91nqnwkzOUQ",1,"1 mile (20 minute walk)","Oppose the building","Half of the units","2 stories","Open field","12 units","Own",0,-0.15,1,0
"580","R_2CdM91nqnwkzOUQ",0,"1/8 mile (2 minute walk)","No opinion","None of the units","2 stories","Open field","48 units","Own",0,-0.15,1,0
"581","R_2CdM91nqnwkzOUQ",1,"2 miles (40 minute walk)","No opinion","Half of the units","2 stories","Open field","48 units","Rent",0,-0.15,1,0
"582","R_2CdM91nqnwkzOUQ",1,"1/2 mile (10 minute walk)","Oppose the building","All of the units","6 stories","Open field","24 units","Rent",0,-0.15,1,0
"583","R_2CdM91nqnwkzOUQ",0,"1/8 mile (2 minute walk)","Oppose the building","One-quarter of the units","12 stories","Open field","96 units","Rent",0,-0.15,1,0
"584","R_2CdM91nqnwkzOUQ",0,"1/2 mile (10 minute walk)","Oppose the building","All of the units","2 stories","Historically-designated building","24 units","Rent",0,-0.15,1,0
"585","R_1ovC5QYsrTCCAxF",1,"1 mile (20 minute walk)","No opinion","One-quarter of the units","3 stories","Historically-designated building","96 units","Own",1,-0.15,1,0
"586","R_1ovC5QYsrTCCAxF",1,"1 mile (20 minute walk)","No opinion","All of the units","12 stories","Empty building","48 units","Own",1,-0.15,1,0
"587","R_1ovC5QYsrTCCAxF",0,"1 mile (20 minute walk)","Support the building","None of the units","12 stories","Historically-designated building","48 units","Rent",1,-0.15,1,0
"588","R_1ovC5QYsrTCCAxF",0,"1 mile (20 minute walk)","No opinion","None of the units","3 stories","Empty building","12 units","Rent",1,-0.15,1,0
"589","R_1ovC5QYsrTCCAxF",1,"1 mile (20 minute walk)","Oppose the building","None of the units","3 stories","Open field","24 units","Rent",1,-0.15,1,0
"590","R_1ovC5QYsrTCCAxF",0,"2 miles (40 minute walk)","Oppose the building","None of the units","3 stories","Empty building","96 units","Rent",1,-0.15,1,0
"591","R_1ovC5QYsrTCCAxF",1,"1 mile (20 minute walk)","Support the building","All of the units","12 stories","Empty building","48 units","Rent",1,-0.15,1,0
"592","R_1ovC5QYsrTCCAxF",0,"1/2 mile (10 minute walk)","No opinion","None of the units","12 stories","Historically-designated building","24 units","Rent",1,-0.15,1,0
"593","R_1ovC5QYsrTCCAxF",0,"1/2 mile (10 minute walk)","No opinion","None of the units","6 stories","Empty building","96 units","Own",1,-0.15,1,0
"594","R_1ovC5QYsrTCCAxF",1,"1/2 mile (10 minute walk)","Oppose the building","All of the units","6 stories","Empty building","96 units","Own",1,-0.15,1,0
"595","R_wQYk0YfM7ss6pWh",1,"2 miles (40 minute walk)","Oppose the building","Half of the units","3 stories","Parking lot","48 units","Rent",0,-0.1,1,1
"596","R_wQYk0YfM7ss6pWh",0,"2 miles (40 minute walk)","Oppose the building","One-quarter of the units","6 stories","Parking lot","96 units","Own",0,-0.1,1,1
"597","R_wQYk0YfM7ss6pWh",0,"1/2 mile (10 minute walk)","No opinion","None of the units","12 stories","Open field","12 units","Own",0,-0.1,1,1
"598","R_wQYk0YfM7ss6pWh",0,"1/2 mile (10 minute walk)","Oppose the building","All of the units","6 stories","Historically-designated building","24 units","Own",0,-0.1,1,1
"599","R_wQYk0YfM7ss6pWh",1,"1/8 mile (2 minute walk)","Oppose the building","All of the units","3 stories","Open field","24 units","Own",0,-0.1,1,1
"600","R_wQYk0YfM7ss6pWh",0,"2 miles (40 minute walk)","Oppose the building","One-quarter of the units","12 stories","Open field","12 units","Rent",0,-0.1,1,1
"601","R_wQYk0YfM7ss6pWh",1,"1 mile (20 minute walk)","Support the building","All of the units","2 stories","Parking lot","48 units","Own",0,-0.1,1,1
"602","R_wQYk0YfM7ss6pWh",1,"1/8 mile (2 minute walk)","Support the building","One-quarter of the units","2 stories","Open field","96 units","Own",0,-0.1,1,1
"603","R_wQYk0YfM7ss6pWh",0,"1 mile (20 minute walk)","Oppose the building","One-quarter of the units","12 stories","Open field","12 units","Own",0,-0.1,1,1
"604","R_wQYk0YfM7ss6pWh",1,"1 mile (20 minute walk)","Oppose the building","One-quarter of the units","12 stories","Open field","24 units","Rent",0,-0.1,1,1
"605","R_ANyFXULT6a0lzI5",1,"1 mile (20 minute walk)","Oppose the building","All of the units","3 stories","Open field","96 units","Rent",1,-0.05,0,1
"606","R_ANyFXULT6a0lzI5",0,"1/8 mile (2 minute walk)","Support the building","Half of the units","2 stories","Empty building","96 units","Rent",1,-0.05,0,1
"607","R_ANyFXULT6a0lzI5",1,"2 miles (40 minute walk)","Oppose the building","Half of the units","6 stories","Parking lot","24 units","Rent",1,-0.05,0,1
"608","R_ANyFXULT6a0lzI5",1,"2 miles (40 minute walk)","Support the building","Half of the units","12 stories","Parking lot","24 units","Rent",1,-0.05,0,1
"609","R_ANyFXULT6a0lzI5",1,"2 miles (40 minute walk)","Oppose the building","All of the units","2 stories","Parking lot","48 units","Rent",1,-0.05,0,1
"610","R_ANyFXULT6a0lzI5",1,"1 mile (20 minute walk)","Oppose the building","One-quarter of the units","6 stories","Open field","24 units","Own",1,-0.05,0,1
"611","R_ANyFXULT6a0lzI5",0,"1/8 mile (2 minute walk)","Oppose the building","All of the units","6 stories","Parking lot","96 units","Own",1,-0.05,0,1
"612","R_ANyFXULT6a0lzI5",0,"2 miles (40 minute walk)","Support the building","All of the units","3 stories","Historically-designated building","96 units","Rent",1,-0.05,0,1
"613","R_ANyFXULT6a0lzI5",0,"1/8 mile (2 minute walk)","Support the building","One-quarter of the units","3 stories","Historically-designated building","48 units","Own",1,-0.05,0,1
"614","R_ANyFXULT6a0lzI5",0,"1/2 mile (10 minute walk)","Oppose the building","None of the units","12 stories","Parking lot","96 units","Rent",1,-0.05,0,1
"615","R_1LYfwNNc8KNfquG",0,"1/8 mile (2 minute walk)","No opinion","None of the units","6 stories","Open field","96 units","Rent",1,-0.1,1,NA
"616","R_1LYfwNNc8KNfquG",1,"1/2 mile (10 minute walk)","No opinion","Half of the units","2 stories","Parking lot","96 units","Own",1,-0.1,1,NA
"617","R_1LYfwNNc8KNfquG",1,"1/2 mile (10 minute walk)","Support the building","All of the units","2 stories","Historically-designated building","48 units","Rent",1,-0.1,1,NA
"618","R_1LYfwNNc8KNfquG",1,"1/2 mile (10 minute walk)","Support the building","Half of the units","6 stories","Historically-designated building","96 units","Own",1,-0.1,1,NA
"619","R_1LYfwNNc8KNfquG",0,"1 mile (20 minute walk)","No opinion","None of the units","3 stories","Open field","48 units","Own",1,-0.1,1,NA
"620","R_1LYfwNNc8KNfquG",0,"2 miles (40 minute walk)","Support the building","All of the units","12 stories","Empty building","48 units","Own",1,-0.1,1,NA
"621","R_1LYfwNNc8KNfquG",0,"1/2 mile (10 minute walk)","Oppose the building","None of the units","3 stories","Open field","96 units","Own",1,-0.1,1,NA
"622","R_1LYfwNNc8KNfquG",0,"2 miles (40 minute walk)","Support the building","None of the units","2 stories","Historically-designated building","12 units","Rent",1,-0.1,1,NA
"623","R_1LYfwNNc8KNfquG",1,"2 miles (40 minute walk)","Support the building","None of the units","6 stories","Historically-designated building","12 units","Own",1,-0.1,1,NA
"624","R_1LYfwNNc8KNfquG",1,"1/2 mile (10 minute walk)","Oppose the building","All of the units","2 stories","Historically-designated building","96 units","Own",1,-0.1,1,NA
"625","R_11ik8i6v2aQm6fN",1,"2 miles (40 minute walk)","No opinion","None of the units","12 stories","Open field","24 units","Own",0,-0.15,1,1
"626","R_11ik8i6v2aQm6fN",0,"1 mile (20 minute walk)","No opinion","None of the units","3 stories","Historically-designated building","96 units","Rent",0,-0.15,1,1
"627","R_11ik8i6v2aQm6fN",1,"1 mile (20 minute walk)","Support the building","One-quarter of the units","3 stories","Parking lot","96 units","Own",0,-0.15,1,1
"628","R_11ik8i6v2aQm6fN",1,"2 miles (40 minute walk)","Support the building","Half of the units","6 stories","Empty building","24 units","Rent",0,-0.15,1,1
"629","R_11ik8i6v2aQm6fN",0,"1/2 mile (10 minute walk)","Support the building","Half of the units","12 stories","Historically-designated building","96 units","Own",0,-0.15,1,1
"630","R_11ik8i6v2aQm6fN",0,"2 miles (40 minute walk)","No opinion","One-quarter of the units","3 stories","Historically-designated building","96 units","Own",0,-0.15,1,1
"631","R_11ik8i6v2aQm6fN",0,"2 miles (40 minute walk)","Support the building","None of the units","12 stories","Empty building","96 units","Own",0,-0.15,1,1
"632","R_11ik8i6v2aQm6fN",1,"2 miles (40 minute walk)","Support the building","Half of the units","2 stories","Open field","48 units","Own",0,-0.15,1,1
